,sentence,download_link
273,"“CTS”, “the CTS”, “herein”, “hereby”, “hereunder”, “hereof”, “hereto” and words of similar import are references to the whole of the CTS in which it is used and not, unless a particular Section or other part thereof is referred to, to any particular Section or other part;  (f) “including” means including without limiting the generality of any description preceding or succeeding such term and for purposes hereof the rule of ejusdem generis shall not be applicable to limit a general statement, followed by or referable to an enumeration of specific matters, to matters similar to those specifically mentioned; (g) Schedules attached to the CTS, form part of the CTS.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
274,"Where there is a conflict between the body of the CTS and any Schedule other than Schedules “J”, “K”, “L”, “M” and “O”, the language of such Schedule will prevail.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
275,"Schedules “J”, “K”, “L”, “M” and “O” are     (12) included for illustrative purposes only, and where there is a conflict between the body of the CTS and a Schedule, the body of the CTS will prevail for only those Schedules;   (h)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
276,"the phrases “the aggregate of”, “the total of”, “the sum of”, or a similar phrase means “the aggregate (or total or sum), without duplication, of”; (i)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
277,"all references to currency are to the lawful money of Canada, unless otherwise indicated; (j) references to time of day or date means the local time or date in Calgary, Alberta;",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
278,"(k) if any word, phrase or expression is not defined in the CTS, such word, phrase or expression will, unless the context otherwise requires, have the meaning attributed to it in the usage or custom of the hydrocarbon pipeline transportation business in North America; (l) where any payment or calculation is to be made, or any other action is to be taken, on or as of a day that is not a business day, that payment or calculation is to be made, or that other action is to be taken, as applicable, on or as of the next following business day; and (m)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
279,"the division of the CTS and the recitals, table of contents and headings are for convenience of reference only and shall not affect the construction or interpretation hereof.     ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
280,(13),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
281,PART III – TERM AND APPLICABILITY 5.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
282,TERM OF SETTLEMENT  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
283,5.1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
284,"The term of the CTS will commence July 1, 2011 and terminate on June 30, 2021 (the “Term”), unless terminated earlier hereunder or extended pursuant to Section 5.2.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
285,"The CTS will replace the 2011 ITS, effective as of the start of the Term.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
286,5.2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
287,"The Term may be extended by mutual agreement of Enbridge and the 2021 Negotiating Team, provided that such extension shall be for a period of no less than 1 year.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
288,6.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
289,APPLICABILITY OF CTS vs. CANADIAN AGREEMENTS 6.1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
290,"During the Term, the CTS will supersede the Canadian Agreements, provided however that any calculations that would otherwise have been made pursuant to the Canadian Agreements will be deemed to have been made during the Term.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
291,"6.2 Upon the termination or expiry of the CTS, any of the Canadian Agreements that have not expired or terminated will come back into effect as of the date of termination or expiry of the CTS.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
292,Any toll and other adjustments that are permitted in the Canadian Agreements shall continue thereafter for their respective then remaining terms.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
293,"For clarity, the terms under any of the Canadian Agreements shall be deemed to have been applicable during the Term and shall continue to apply thereafter.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
294,The assets under the Canadian Agreements will be included in the Canadian Mainline at their remaining undepreciated costs.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
295,An illustrative example is set forth in Schedule “J”.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
296,6.3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
297,"Notwithstanding this Article 6, CAPP preserves the audit rights pursuant to the terms of the Alberta Clipper Canada Settlement agreement.     ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
298,(14) 7.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
299,APPLICABILITY OF CTS vs. U.S.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
300,"AGREEMENTS 7.1 Subject to Section 7.2, the U.S. Agreements will remain in place, and the tariff rates on file with FERC and in effect from time to time pursuant to such U.S. Agreements shall continue to be utilized in calculating the FTR during the Term but neither such tariff rate nor the FTR will apply to hydrocarbons transported under the IJT during the term of the CTS unless otherwise agreed between Enbridge and the Representative Shipper Group pursuant to Section 13.1.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
301,7.2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
302,Where any of the U.S. Agreements expires or terminates during the Term and is replaced by a future agreement,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
303,"and/or settlement for the transportation of hydrocarbons on the Lakehead System, such future agreements and/or settlements will apply in accordance with their respective terms; provided, however, that any tariff rates on file with FERC and in effect from time to time pursuant to such future agreements and/or settlements will not apply to hydrocarbons transported under the IJT unless otherwise agreed between Enbridge and the Representative Shipper Group pursuant to Section 13.1  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
304,Any toll and other adjustments that are permitted pursuant to a U.S. Agreement shall continue to be utilized in calculating the FTR during the Term.     ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
305,(15),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
306,PART IV – TOLLS AND RELATED FINANCIAL MATTERS 8.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
307,"INTERNATIONAL JOINT TOLLS 8.1 Subject to applicable law, effective as of July 1, 2011, tolls for transportation, inclusive of receipt and delivery terminalling services, of hydrocarbons from Western Canada Receipt Points on the Enbridge Mainline",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
308,"to delivery points (i) on the Lakehead System, and (ii) on the Canadian Mainline that are downstream of the Lakehead System are the amounts set forth in Schedule “D” as adjusted pursuant to Section 10.1 (the “International Joint Tariff” or “IJT”).  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
309,"All IJT tolls are calculated on a distance adjusted basis for transmission and for commodity types, based on and with reference to an initial IJT toll of U.S. $3.85 per barrel for movement of heavy crude oil from Hardisty, Alberta to any of the delivery points in the Chicago, Illinois area (Mokena, Griffith, Lockport).  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
310,"In addition, the applicable Outstanding Amount Surcharge as provided in Section 11 will also be collected.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
311,9.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
312,"CANADIAN LOCAL TOLLS 9.1 Subject to applicable law, and approval by the NEB, effective as of July 1, 2011, tolls, inclusive of receipt and delivery terminalling services, for transportation of hydrocarbons solely on the Canadian Mainline are the amounts set forth in Schedule “E” (the “Canadian Local Toll”, or “CLT”).  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
313,"The CLTs are calculated using the 2011 Interim ITS Tolls as a starting point, adjusted for the Currently Outstanding Adjustment Amounts outlined in Section 11.3 which will be collected through the Outstanding Amount Surcharge.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
314,"The CLT is intended to replace the 2011 Interim ITS Tolls as of July 1, 2011.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
315,"After July 1, 2011 there will be no further true-up for prior Canadian Mainline tolls.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
316,10.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
317,ANNUAL,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
318,TOLL ADJUSTMENT 10.1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
319,"Commencing effective July 1, 2012, the IJT tolls and the CLT shall be adjusted annually, up or down, at a rate equal to 75% of the GDPP Index.      ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
320,(16) 10.2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
321,"The tankage revenue requirement used to determine receipt and delivery tankage fees in Canada in effect on July 1, 2011 will be adjusted annually, up or down, by 75% of the GDPP Index beginning July 1, 2012.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
322,An annual volume forecast will then be used to determine the average tankage fees in effect on July 1 each year and establish the actual receipt and delivery tankage fees in accordance with the Declining Bracket Mechanism.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
323,"If the actual revenues collected for receipt and delivery tankage fees are greater than, or less than, what the tankage revenue requirement was for the applicable calendar year, (including differences due to the Declining Bracket Mechanism), then such difference will be used to subtract from or add to, as applicable, the next year’s tankage revenue requirement.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
324,Shippers will be required to pay the applicable receipt and delivery tankage fees for volumes transported under the IJT or the CLT.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
325,"Notwithstanding the preceding, Enbridge may seek future NEB approval for a different toll design and regulatory treatment for tankage fees with the endorsement of the Representative Shipper Group.   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
326,10.3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
327,"The CLT from receipt points in Canada to the International Boundary, near Gretna, Manitoba, from the International Boundary, near Sarnia, Ontario to delivery points in Canada and from receipt points in Ontario to the International Boundary, near Chippawa, Ontario will be further adjusted in the event that the sum of the CLT and FTR is not greater than or equal to the IJT tolls in effect in any given year.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
328,"Enbridge will file with the NEB an application to adjust only the CLT from receipt points in Canada to the International Boundary near Gretna, Manitoba; from the International Boundary, near Sarnia, Ontario to delivery points in Canada; and from receipt points in Ontario to the International Boundary, near Chippawa, Ontario to ensure that the IJT is maintained in accordance with regulatory requirements.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
329,11.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
330,OUTSTANDING AMOUNT SURCHARGE 11.1 A per barrel toll surcharge in the amount set forth in Schedule “F” (the “Outstanding Amount Surcharge”),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
331,"will be added to the IJT tolls and the CLT for the 24 month period from July 1,     (17) 2011 to June 30, 2013 in order to permit Enbridge to collect Currently Outstanding Adjustment Amounts.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
332,"The Outstanding Amount Surcharge is $0.067 per barrel for movements of heavy crude oil from Hardisty, Alberta to the U.S. border near Gretna, Manitoba and is adjusted for distance and by commodity-type for all barrels transported in Canada.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
333,"11.2 Any of the Currently Outstanding Adjustment Amounts that remain uncollected by Enbridge as of June 30, 2013 shall be immediately due to Enbridge.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
334,"Likewise, an over collection of the Currently Outstanding Adjustment Amounts collected through the Outstanding Amount Surcharge as of June 30, 2013 will be immediately due to the Shippers.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
335,"For clarity, any under or over collection of the Currently Outstanding Adjustment Amounts as of June 30, 2013 will be recovered or paid by increasing or decreasing, as applicable, the 2014 IJT and CLT tolls effective July 1, 2014 through a one-time surcharge, which adjustment will be on a per barrel basis.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
336,"The Outstanding Amount Surcharge will be based on a forecast of total sum shipment volume for the IJT and CLT for the calendar year beginning July 1, 2014, which surcharge will be adjusted for distance and by commodity-type for all barrels transported in Canada.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
337,"Any under or over collection remaining as of July 1, 2015 will not be collected or refunded.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
338,"For clarity, the Currently Outstanding Adjustment Amounts are amounts due to Enbridge as a result of the interim tolls from January 1, 2010 to June 30, 2011.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
339,"Any variance relative to the period from April 1, 2011 to June 30, 2011 shall be for Enbridge’s sole account.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
340,11.3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
341,The “Currently Outstanding Adjustment Amounts” total $69.7 million and is comprised of the following:,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
342,"(i) a total of $130.0 million as of December 31, 2010 to recover the remaining 2010 ITS revenue shortfall; (ii)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
343,"a total of $72.7 million as of March 31, 2011 to credit all applicable net tax loss carry forwards calculated using the applicable 2011 tax rates; and     (18)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
344,(iii),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
345,"a total of $12.4 million to recover amounts due to Enbridge under the 2011 ITS for the toll variance from January 1, 2011 until March 31, 2011.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
346,12.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
347,ALLOWANCE OIL 12.1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
348,"For transportation under the IJT, Enbridge shall collect in kind a percentage of all hydrocarbons delivered off the Enbridge Mainline in the amount of 1/10th of 1 percent of the volume of hydrocarbons physically delivered under the IJT.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
349,The IJT Allowance Oil will be collected and divided between the Canadian Mainline and the Lakehead System as 1/20th of 1 percent to each carrier.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
350,12.2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
351,"For transportation under the CLT, Enbridge shall collect in kind or deduct as Allowance Oil a percentage of all hydrocarbons delivered off the Enbridge Mainline, in the amount of 1/20th of 1 percent of the volume of hydrocarbons physically delivered under the CLT.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
352,"12.3 Enbridge shall be permitted, at its discretion, to resell to Shippers the Allowance Oil hydrocarbons collected for transportation under the IJT or CLT at a price determined in accordance with the method described in the following Sections.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
353,12.4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
354,"Each month, each Shipper who either: (i) has crude or NGL delivered off the Enbridge Mainline in such month; or (ii) holds an Over/Short Position on the Enbridge Mainline at the end of such month, shall furnish to Enbridge a unit price for each crude and NGL stream delivered or held, as applicable.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
355,For each refined product stream Enbridge will utilize the prices it receives from refined product Shippers for the purpose of balancing delivery of product batches.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
356,"Except as provided below, the prices for crude, NGL, and refined product streams so furnished shall be the prices at which Shippers’ Allowance Oil for each hydrocarbon stream tendered to Enbridge by each Shipper",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
357,shall be resold to each Shipper by Enbridge.     ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
358,(19) 12.5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
359,"In the event a Shipper does not provide a price for any crude or NGL stream, the Allowance Oil value for that Shipper will be deemed to be the simple average of the prices for that crude or NGL stream received by Enbridge from all other Shippers of that crude or NGL stream for the month that the Allowance Oil volume is being collected whose transaction prices have been accepted by Enbridge as reasonable pursuant to Section 12.6.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
360,12.6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
361,"Notwithstanding the provisions of Section 12.4, if the price furnished to Enbridge by any Shipper for any crude or NGL stream is unreasonable, in the sole opinion of Enbridge, acting reasonably, the Allowance Oil resale value for that Shipper for the crude or NGL stream in question shall be the simple average of the prices for that crude or NGL stream received by all other Shippers of that crude or NGL stream for the month whose transaction prices have been accepted by Enbridge as reasonable.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
362,"Alternatively, Enbridge may choose to use the average of the monthly prices posted for light sweet crude at Edmonton by Imperial Oil Limited, Shell Canada Ltd., Flint Hills Resources and Suncor Energy Inc., or their respective successors, adjusted for quality, pursuant to industry information determined by Enbridge.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
363,"The average of the monthly prices posted for light sweet crude at Edmonton must be based on all posted prices if all are posted, but if not all are posted, based on no less than three posted prices.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
364,"In the event that the posted prices cannot be determined in accordance with the above, Enbridge will meet with impacted Shippers to negotiate an appropriate price.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
365,13.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
366,CONTINGENT TOLL ADJUSTMENTS 13.1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
367,"In addition to those other adjustments described in this Part IV, the IJT and the CLT will be adjusted for the following, subject to NEB approval (each, a “Contingent Toll Adjustment”): (a) any changes in toll methodology that may be agreed to by Enbridge and the Representative Shipper Group;     (20)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
368,(b) any incremental tolls resulting from an NEB order in relation to the Land Matters Consultation Initiative;  (c) any Major Enbridge Mainline Expansion Capital as described in Article 16;  (d),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
369,any Material Change in Business Circumstances as described in Article 20; and (e) any other changes that are mutually agreed to by Enbridge and the Representative Shipper Group.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
370,13.2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
371,"For clarity, if Enbridge and the Representative Shipper Group are unable to reach agreement on the amount of any Contingent Toll Adjustment identified under Section 13.1 (c) or (d), then Enbridge or the Representative Shipper Group may refer the issue of the amount of the Contingent Toll Adjustment to dispute resolution under Article 30.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
372,13.3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
373,"If the NEB does not approve any Contingent Toll Adjustment identified under Section 13.1 that has been agreed to by Enbridge and the Representative Shipper Group, then a NEB hearing to determine the amount of such Contingent Toll Adjustment may be requested.     ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
374,14.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
375,"TOLL INCENTIVES 14.1 Enbridge may offer toll incentives onto the Enbridge Mainline, provided such toll incentives on the Enbridge Mainline are offered equally to all Shippers to all Enbridge Mainline Receipt & Delivery Points, as adjusted for distance and commodity types.   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
376,14.2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
377,“Enbridge Mainline Receipt & Delivery Points” means those receipt and delivery points as set forth in Schedule “A” and Schedule “B” as may be adjusted with the agreement of Enbridge and the Representative Shipper Group.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
378,"For greater certainty, the IJT tolls applicable to delivery points on the Enbridge Mainline shall be the same, irrespective of the specific facilities or path used to effect such deliveries.      ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
379,(21) 14.3 “Non Enbridge Mainline Receipt & Delivery Points” means any receipt or delivery points that are not Enbridge Mainline Receipt & Delivery Points.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
380,14.4  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
381,A toll incentive may also be offered for delivery of hydrocarbons to Non Enbridge Mainline Receipt & Delivery Points subject to Section 14.5.   ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
382,14.5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
383,"As required by regulations, tolls to Non Enbridge Mainline Receipt & Delivery Points must be greater than the toll to the nearest upstream Enbridge Mainline Receipt & Delivery Point and must be offered equally to all similarly situated Shippers, as adjusted for distance and commodity types.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
384,15.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
385,LAND MATTERS CONSULTATION,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
386,INITIATIVE 15.1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
387,"All Canadian pipeline assets owned by Enbridge that are regulated by the NEB, including the Canadian Mainline, are being addressed in the LMCI.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
388,The LMCI will determine the methodology by which costs for abandonment should be collected by a pipeline.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
389,Enbridge will file all required information under LMCI as per the NEB schedules for the Canadian Mainline.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
390,15.2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
391,The CTS is unrelated to the ultimate decision regarding the responsibility for abandonment costs for the Canadian Mainline.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
392,The CTS is agreed to on a “without prejudice” basis with respect to pipeline abandonment costs for the Canadian Mainline and does not in any way limit either Enbridge or any Shipper’s right to make submissions and fully participate in the LMCI or any other proceeding related to abandonment of a pipeline.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
393,16.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
394,"CAPITAL EXPENDITURES 16.1 “Capital Expenditures” means expenditures on the Enbridge Mainline made by Enbridge which, under Oil Pipeline Uniform Accounting Regulations, require capitalization as fixed assets and which would be capitalized on, or after, July 1, 2011.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
395,"Capital Expenditures must be prudent, reasonable and to the benefit of the Enbridge Mainline and include, but are not limited to,     (22) maintenance, integrity, equipment additions, improvements and new facilities.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
396,"Capital Expenditures would include expansion of the Enbridge Mainline such as expanded pipeline capacity, increased storage capacity, or the creation of new or expansion of existing Enbridge Mainline Receipt & Delivery Points.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
397,"16.2 Enbridge is responsible for all Capital Expenditures during the Term, meaning the IJT tolls and CLT will not be adjusted for Capital Expenditures unless otherwise agreed to by Enbridge and the Representative Shipper Group.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
398,"The 2012 Edmonton Tanks are deemed to be included in the Canadian Mainline as at June 30, 2011, and are therefore included in the IJT tolls and the CLT.    ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
399,"16.3 Enbridge will negotiate with the Representative Shipper Group prior to undertaking any single project on the Enbridge Mainline with expected Capital Expenditures greater than $250 million that expands pipeline capacity, increases storage capacity, or creates or expands Enbridge Mainline Receipt & Delivery Points (“Major Enbridge Mainline Expansion Capital”).",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
400,"With the agreement of Enbridge and the Representative Shipper Group, the IJT tolls and respective CLT may be adjusted to allow Enbridge to recover Major Enbridge Mainline Expansion Capital as allowed for under Section 13.1(c).  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
401,An illustrative example of Major Enbridge Mainline Expansion Capital is set forth as Example #1 in Schedule “K”.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
402,"16.4 Projects on the Enbridge Mainline which require Capital Expenditures and which are not supported by Enbridge because the incremental revenues associated with such project would not cover the incremental costs, may proceed if there is sufficient financial support from Supporting Shipper(s)",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
403,pursuant to this Article 16 (a “Shipper Supported Expansion Project”).  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
404,An illustrative example of a Shipper Supported Expansion Project is set forth as Example #2 in Schedule “K”.,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
405,16.5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
406,"By execution of a Backstopping Agreement and confirmation that the proposed project creates no adverse operational issues for Enbridge, as determined by Enbridge acting reasonably, Enbridge     (23) will agree to undertake such Shipper Supported Expansion Projects in accordance with the terms of such Backstopping Agreement.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
407,"In the event that Enbridge is unable to secure NEB approval for construction of the Shipper Supported Expansion Project, the Supporting Shipper(s) will be required to reimburse Enbridge for all of such Shipper Supported Expansion Project’s reasonable and prudent development costs as defined in the applicable Backstopping Agreement.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
408,"16.6 Subject to Section 16.10, additional revenues derived from tolls, including receipt and delivery terminalling and transmission, collected on the incremental volumes transported on the Enbridge Mainline related to such Shipper Supported Expansion Project, net of any direct incremental costs (“Net Incremental Revenue”) will be credited to the Backstopping Agreement’s revenue requirement.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
409,16.7 The Backstopping Agreement will ensure that the annual revenue requirement associated with the incremental project capital is met either through Net Incremental Revenue from associated incremental throughput or with annual or lump sum payments from the Supporting Shipper(s).  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
410,The form and terms of a Backstopping Agreement will be developed on a project by project basis but will utilize the following parameters: a),https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
411,the term will be no less than 5 years and no more than 10 years and can extend past the end of the Term;,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
412,b) threshold return on equity of between 11 to 15 percent after tax; and c) capital structure of 45 percent equity.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
413,"The return on equity will be negotiated between Enbridge and the Supporting Shipper(s), and the parties acting reasonably will consider such risks as volume, capital, cost, credit, financial or other relevant risks.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
414,"An 11 percent return would be appropriate in a circumstance when Enbridge accepted no volume risk, did not share in any operating or capital cost risk, and credit risk was secured by either a letter of credit or a shipper with an Investment Grade credit rating.",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
415,"A 15 percent return would be appropriate in a circumstance when Enbridge accepts substantially more risk with respect to volumes, capital, cost, credit or financial elements of the project.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
416,Similar Shipper Supported Expansion Projects will be evaluated on a similar basis and using similar principles.     ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
417,(24) 16.8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
418,"At the end of the Term, there will be no net rate base impact to the Enbridge Mainline as a result of Shipper Supported Expansion Projects.   ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
419,16.9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
420,"For example, for a Shipper Supported Expansion Project to construct new tanks, the Backstopping Agreement will require the recovery of the capital cost of the tank through accelerated depreciation.  ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
421,"To the extent that such accelerated depreciation exceeds Enbridge’s normal depreciation rates, the excess will be credited against rate base and future depreciation expense will be reduced accordingly.    ",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
422,16.10 Enbridge will consider the Net Incremental Revenue from incremental volumes associated with the Shipper Supported Expansion Projects compared to the incremental capital cost to determine the amount and type of Backstopping Arrangement it will require.  ,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/4099438
