,doc_name,download_link,filing_date,folder_link,folder_name,submitter_category,submitter_name
685,C07658-2 Enbridge Response to TOTAL IR No.1 - A7H5L1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951923,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
686,C07658-3 TOTAL IR 1.003.b Attachment - IJT Revenue Allocation - A7H5L2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951449,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
687,C07658-4 TOTAL IR 1.006.a Attachment - IJT Volumes - A7H5L3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951924,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
688,C07658-5 TOTAL IR 1.007.a Attachment - Canadian Mainline Realized Foreign Exchange Hedging - A7H5L4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951925,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
689,C07658-6 TOTAL IR 1.024.b Attachment - Reconciliation of Regulatory Deferrals on Deferred Taxes - A7H5L5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951926,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
690,C07658-7 TOTAL IR 1.024.d Attachment - Capital Cost Allowances by CCA Class - A7H5L6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951927,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
691,"C07658-8 TOTAL IR 1.031.b Attachment - Statement of Operating Revenue, Canadian Mainline 2011-2019 - A7H5L7",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951777,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
692,"C07658-9 TOTAL IR 1.032.a Attachment - Income Summary Statements, Canadian Mainline and Lakehead 2011-2019 - A7H5L8",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951450,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
693,C07658-10 TOTAL IR 1.037.d Attachment - Surcharge - A7H5L9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951685,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
694,C07658-11 TOTAL IR 1.038.e-f Attachment - Integrity Credit Recovery Annual Review Requirement - A7H5Q0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951686,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
695,"C07658-12 TOTAL IR 1.054.g Attachment - O and A, Power Costs for Canadian Mainline and Lakehead – Cases 1-3 - A7H5Q1",https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951687,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
696,C07658-13 TOTAL IR 1.055.c Attachment - Schedule M Canadian Mainline and Lakehead - A7H5Q2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951688,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
697,C07658-14 TOTAL IR 1.057.c Attachment - Weighted Average Cost of Debt - A7H5Q3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951689,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
698,C07658-15 TOTAL IR 1.059.b Attachment - Revenue Allocation – Mainline Contracting - A7H5Q4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951451,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
699,C07658-16 TOTAL IR 1.068.d Attachment - Table 11 Excluding the PennEast Decision - A7H5Q5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951690,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
700,C07658-17 TOTAL IR 1.073.c Attachment - Estimated CTS Exit Tolls and Mainline Contracting Tolls - A7H5Q6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951691,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951556,C07658 Enbridge Pipelines Inc. - Enbridge Response to Total E-P Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
702,C07657-1 Letter to CER re Enbridge Response to Cenovus IR No.1 - A7H5K3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951554,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951553,C07657 Enbridge Pipelines Inc. - Enbridge Response to Cenovus Energy Inc. – Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
703,C07657-2 Enbridge Response to Cenovus IR No.1 - A7H5K4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951555,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951553,C07657 Enbridge Pipelines Inc. - Enbridge Response to Cenovus Energy Inc. – Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
704,C07657-3 Cenovus IR 1.1.a Attachment - Canadian Mainline and Lakehead Plant and Capital Expenditure Schedule - A7H5K5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951918,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951553,C07657 Enbridge Pipelines Inc. - Enbridge Response to Cenovus Energy Inc. – Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
705,C07657-4 Cenovus IR 1.1.b Attachment - List of Major Capital Expenditures - A7H5K6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951919,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951553,C07657 Enbridge Pipelines Inc. - Enbridge Response to Cenovus Energy Inc. – Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
706,C07657-5 Cenovus IR 1.1.c Attachment - Canadian Mainline Gross Plant Continuity Schedule - A7H5K7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951920,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951553,C07657 Enbridge Pipelines Inc. - Enbridge Response to Cenovus Energy Inc. – Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
707,C07657-6 Cenovus IR 1.4.c Attachment - Western Canadian Production by Producer - A7H5K8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951921,2020-08-04,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951553,C07657 Enbridge Pipelines Inc. - Enbridge Response to Cenovus Energy Inc. – Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
709,C07656-1 Letter to CER re Enbridge Responses to ConocoPhillips IR No. 1 - A7H5J7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951775,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951774,C07656 Enbridge Pipelines Inc. - Enbridge Response to ConocoPhillips Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
710,C07656-2 Enbridge Response to ConocoPhillips IR No.1 - A7H5J8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951354,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951774,C07656 Enbridge Pipelines Inc. - Enbridge Response to ConocoPhillips Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
711,C07656-3 ConocoPhillips IR 1.2.c Attachment – Comparison Non-Enbridge Pipeline Capacity Export Volume - A7H5J9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951776,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951774,C07656 Enbridge Pipelines Inc. - Enbridge Response to ConocoPhillips Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
712,C07656-4 ConocoPhillips IR 1.4.b Attachment – Comparison Uncommitted Pipeline to Total Capacity - A7H5K0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951355,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951774,C07656 Enbridge Pipelines Inc. - Enbridge Response to ConocoPhillips Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
713,C07656-5 ConocoPhillips IR 1.5.a - Attachment - Table - Refining Example CER IR 1.2 - A7H5K1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951552,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951774,C07656 Enbridge Pipelines Inc. - Enbridge Response to ConocoPhillips Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
715,C07655-1 Letter to CER re Enbridge Response to MEG IR No. 1 - A7H5J3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951352,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951351,C07655 Enbridge Pipelines Inc. - Enbridge Response to MEG Energy Corp. Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
716,C07655-2 Enbridge Response to MEG IR No. 1 - A7H5J4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951353,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951351,C07655 Enbridge Pipelines Inc. - Enbridge Response to MEG Energy Corp. Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
717,C07655-3 MEG IR 1.1.e Attachment - Pro-Forma TSA Enbridge Pipelines (FSP) LLC - A7H5J5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951772,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951351,C07655 Enbridge Pipelines Inc. - Enbridge Response to MEG Energy Corp. Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
719,C07654-1 Letter to CER re Enbridge Response to IPL IR No. 1 - A7H5J0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3952097,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951684,C07654 Enbridge Pipelines Inc. - Enbridge Response to Inter Pipeline Ltd. Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
720,C07654-2 Enbridge Response to IPL IR No.1 - A7H5J1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3952098,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951684,C07654 Enbridge Pipelines Inc. - Enbridge Response to Inter Pipeline Ltd. Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
722,C07653-1 Letter to CER re Enbridge Response Valero IR No.1 - A7H5I4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3952096,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951917,C07653 Enbridge Pipelines Inc. - Enbridge Response to Valero Energy Inc. Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
723,C07653-2 Enbridge Response to Valero IR No.1 - A7H5I5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951771,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951917,C07653 Enbridge Pipelines Inc. - Enbridge Response to Valero Energy Inc. Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
724,C07653-3 Valero IR 1.5.e - Attachment - Line 9 Montreal Deliveries 2015-2020 - A7H5I6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951550,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951917,C07653 Enbridge Pipelines Inc. - Enbridge Response to Valero Energy Inc. Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
725,C07653-4 Valero IR 1.12.m - Attachment - Line 8 - NEB Order TO-5-96 - A7H5I7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951682,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951917,C07653 Enbridge Pipelines Inc. - Enbridge Response to Valero Energy Inc. Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
726,C07653-5 Valero IR 1.14.c - Attachment - Tolls Paid Under Excused Events - A7H5I8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951683,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951917,C07653 Enbridge Pipelines Inc. - Enbridge Response to Valero Energy Inc. Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
728,C07652-1 Letter to CER re Enbridge Response to EPAC IR No. 1 - A7H5I1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951998,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951997,C07652 Enbridge Pipelines Inc. - Enbridge Response to The Explorers and Producers Association of Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
729,C07652-2 Enbridge Response to EPAC IR No.1 - A7H5I2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951916,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951997,C07652 Enbridge Pipelines Inc. - Enbridge Response to The Explorers and Producers Association of Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
731,C07651-1 Letter to CER re Enbridge Response to CCRL and FCL IR No. 1 - A7H5H6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951912,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951911,C07651 Enbridge Pipelines Inc. - Enbridge Response to Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
732,C07651-2 Enbridge Response to CCRL and FCL IR No. 1 - A7H5H7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951913,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951911,C07651 Enbridge Pipelines Inc. - Enbridge Response to Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
733,C07651-3 CCRL and FCL IR 1.11.i Attachment - Operating Expenses Canadian Mainline and Lakehead - A7H5H8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951914,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951911,C07651 Enbridge Pipelines Inc. - Enbridge Response to Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
734,C07651-4 CCRL and FCL IR 1.15.c Attachment - Credit Rating Agency Reports - A7H5H9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951996,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951911,C07651 Enbridge Pipelines Inc. - Enbridge Response to Consumers’ Cooperative Refineries Ltd. and Federated Cooperatives Limited Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
736,C07650-1 Letter to CER re Enbridge Response to Saskatchewan IR No. 1 - A7H5H1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951446,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951445,C07650 Enbridge Pipelines Inc. - Enbridge Response to Government of Saskatchewan Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
737,C07650-2 Enbridge Response to Saskatchewan IR No.1 - A7H5H2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951680,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951445,C07650 Enbridge Pipelines Inc. - Enbridge Response to Government of Saskatchewan Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
738,C07650-3 Saskatchewan IR 1.1.a Attachment 1 - Monthly Nominations - A7H5H3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951681,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951445,C07650 Enbridge Pipelines Inc. - Enbridge Response to Government of Saskatchewan Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
741,C07649-1 Letter to CER re Enbridge Response to Phillips 66 IR No. 1 - A7H5G8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951908,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951350,C07649 Enbridge Pipelines Inc. - Enbridge Response to Phillips 66 Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
742,C07649-2 Enbridge Response to Phillips 66 IR No.1 - A7H5G9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951909,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3951350,C07649 Enbridge Pipelines Inc. - Enbridge Response to Phillips 66 Canada Information Request No. 1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
744,C07648-1 Letter to CER re Enbridge Response to CER IR No. 2 - A7H5F1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3952094,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
745,C07648-2 Enbridge Response to CER IR No. 2 - A7H5F2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951769,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
746,C07648-3 CER IR 2.13.c Attachment - Historical Mainline Available Capacity - A7H5F3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951770,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
747,C07648-4 CER IR 2.13.d Attachment – Forecasted Mainline Available Capacity - A7H5F4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3952095,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
748,C07648-5 CER IR 2.15.b Attachment - NEB Decisions Considering Contracting - A7H5F5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951340,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
749,C07648-6 CER IR 2.20.a Attachment - Illustration of Heavy Crude Oil Netbacks - A7H5F6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951341,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
750,C07648-7 CER IR 2.28.g.1 Attachment - Summary Table - A7H5F7,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951342,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
751,C07648-8 CER IR 2.30.c Attachment - Pipeline Connectivity to Refining Capacity - A7H5F8,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951442,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
752,C07648-9 CER IR 2.30.e Attachment - Proportion of Shipper Support By Mainline Connection Type and Region - A7H5F9,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951343,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
753,C07648-10 CER IR 2.34.f Attachment 1 - HHI for Refineries Located on the US Gulf Coast - A7H5G0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951344,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
754,C07648-11 CER IR 2.34.f Attachment 2 - Available Pipeline Capacity Off Enbridge Mainline System - A7H5G1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951345,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
755,C07648-12 CER IR 2.34.f Attachment 3 - Excess Capacity of the Enbridge Mainline System - A7H5G2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951346,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
756,C07648-13 CER IR 2.34.f Attachment 4 - Demand of Chicago Area Refineries - A7H5G3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951347,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
757,C07648-14 CER IR 2.36.a Attachment - Pipelines within Service Hauls - A7H5G4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951348,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
758,C07648-15 CER IR 2.36.b Attachment - Contractible Capacity Limits - A7H5G5,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951443,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
759,C07648-16 CER IR 2.36.e Attachment - ex-Edmonton Contractible Limits - A7H5G6,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3951444,2020-08-03,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3952093,C07648 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.2,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
761,C06801-1 Letter to CER with Enbridge Responses to CER IR No. 1 - A7G3E0,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3934077,2020-06-12,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3933800,C06801 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
762,C06801-2 Enbridge Response to CER IR No.1 - A7G3E1,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3934078,2020-06-12,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3933800,C06801 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
763,C06801-3 CER IR 1.4.c Attachment - Debt and Equity Analyst Reports - A7G3E2,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3934079,2020-06-12,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3933800,C06801 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
764,C06801-4 CER IR 1.6.b.2 Attachment - Committed Tolls - Detailed Calculations - A7G3E3,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3933737,2020-06-12,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3933800,C06801 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
765,C06801-5 CER IR 1.8.b.2 Attachment - Lowest Discounted Committed Tolls - A7G3E4,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/3934363,2020-06-12,https://apps.cer-rec.gc.ca/REGDOCS/Item/LoadResult/3933800,C06801 Enbridge Pipelines Inc. - Enbridge Response to CER Information Request No.1,B - Enbridge Pipeline Inc.,Enbridge Pipelines Inc.
